card_id,attack,defense,description
C415,3000,1800,中泊町（なかどまりまち）は、青森県の津軽半島中央部に位置する町で、北津軽郡に属する。
C416,3800,1700,野辺地町（のへじまち）は、青森県下北半島の基部陸奥湾の湾頭に位置する町。
C417,1800,800,七戸町（しちのへまち）は、八甲田山の東側に位置する青森県上北郡の町。
C418,2500,1600,六戸町（ろくのへまち）は、青森県上北郡の東南部に位置する町。十和田市や三沢市などとともに上北地域に属する。
C419,3400,1800,横浜町（よこはままち）は、青森県下北半島の中間部、陸奥湾に面する町。
C420,3300,1600,東北町（とうほくまち）は、青森県上北郡にある町。三沢市などとともに上北地域に属する。
C421,1800,800,六ヶ所村（ろっかしょむら）は、青森県の下北半島太平洋岸に位置する村。
C422,3700,1700,おいらせ町（おいらせちょう）は、青森県東部、上北郡に属する町。
C423,4100,2100,本州最北端。一本釣りマグロは初競り億超えの伝説
C424,3700,1600,東通村（ひがしどおりむら）は、青森県の下北半島北東部にある村。
C425,1800,800,風間浦村（かざまうらむら）は、青森県下北半島北部の津軽海峡に面した本州最北の村。
C426,2800,1000,佐井村（さいむら）は、青森県下北半島の西側にある村。むつ市などとともに下北地域に属する。
C427,3000,1800,三戸町（さんのへまち）は、青森県三戸郡の南端、岩手県との境に位置する町。
C428,3400,1800,五戸町（ごのへまち）は、青森県の三戸郡の町。
C429,2400,1500,田子町（たっこまち）は、青森県三戸郡西南部に位置する町。同県最南の町で、南は岩手県、西は秋田県との境に接する。
C430,2900,1300,南部町（なんぶちょう）は、青森県三戸郡内の中央部に位置する町。
C431,2800,1200,階上町（はしかみちょう）は、青森県東南部に位置し岩手県との境を接する町。
C432,2800,1500,新郷村（しんごうむら）は、青森県東南部の南部地方の三戸郡に所在する村。
C433,7700,4600,大船渡市（おおふなとし）は、岩手県南部の太平洋沿岸地域に所在する市。
C434,7200,4300,宮沢賢治のふるさと。花巻温泉郷とわんこそば
C435,7000,4300,北上市（きたかみし）は、岩手県南西部にある市で、県南広域振興圏に位置する。
C436,5300,3000,海女の北限。琥珀の産地として日本一
C437,1800,800,一関市（いちのせきし）は、岩手県の最南端に位置する市。
C438,1800,1400,陸前高田市（りくぜんたかたし）は、岩手県南東部にある、太平洋に面する市。
C439,5900,3900,釜石市（かまいしし）は、岩手県南東部、三陸海岸の中心に位置する市。
C440,4900,2800,二戸市（にのへし）は、岩手県の内陸部北端に位置する市。奥羽山脈と北上山地の間に位置しており岩手県北の拠点都市である。
C441,1800,800,八幡平市（はちまんたいし）は、岩手県の北西部に位置する市。東北自動車道と八戸自動車道が分岐する交通の要所である。
C442,7900,4700,奥州市（おうしゅうし）は、岩手県の内陸南部に位置する市。ブランド牛肉の前沢牛や、観光施設のえさし藤原の郷で知られる。
C443,5400,3300,滝沢市（たきざわし）は、岩手県の西部に位置する市。盛岡広域振興圏の中心に位置しており、東は盛岡市、西は雫石町、北は八幡平市と接している。
C444,4700,2700,雫石町（しずくいしちょう）は、岩手県の中部に位置する町。岩手郡に属する。
C445,2700,1100,葛巻町（くずまきまち）は、岩手県の北部に位置する岩手郡に所在する町。
C446,2900,1700,岩手町（いわてまち）は、岩手県の中部から北部に位置する、岩手郡に所在する町。
C447,4000,1900,紫波町（しわちょう）は、岩手県紫波郡にある町。
C448,3800,1600,矢巾町（やはばちょう）は、岩手県のほぼ中心部に位置する紫波郡に属する町。
C449,4400,1900,西和賀町（にしわがまち）は、岩手県中西部にある町。和賀郡に属する。
C450,3500,1700,金ケ崎町（かねがさきちょう）は、岩手県南西内陸部の胆沢郡に属する町。
C451,2500,1100,住田町（すみたちょう）は、岩手県東南部に位置する気仙郡の町。
C452,3900,2000,大槌町（おおつちちょう）は、岩手県上閉伊郡に所在する町。東側で太平洋に面しており、三陸地方、三陸ジオパークの一部をなす。
C453,3100,1800,山田町（やまだまち）は、岩手県沿岸中部の三陸地方に位置する、太平洋に面する町。
C454,1800,1200,岩泉町（いわいずみちょう）は、岩手県の中央部から東部に位置する町。
C455,3000,1400,田野畑村（たのはたむら）は、日本の岩手県沿岸北部に位置する下閉伊郡に属する村。
C456,3200,1300,普代村（ふだいむら）は、岩手県にある太平洋に面した村であり、北緯40度線上世界最東端の地である。
C457,3100,1700,軽米町（かるまいまち）は、岩手県の北部に位置する町。九戸郡に属する。
C458,2300,800,野田村（のだむら）は、岩手県九戸郡に属している太平洋に面した村。
C459,2800,1000,九戸村（くのへむら）は、岩手県の北部に位置する村。1955年（昭和30年）に戸田村、伊保内村、江刺家村の合併により成立した。
C460,3100,1800,洋野町（ひろのちょう）は、岩手県沿岸部最北端の町。九戸郡に属し、三陸海岸および三陸地方の北部に位置する。
C461,3100,1500,一戸町（いちのへまち）は、岩手県二戸郡に属する町。
C462,6200,3800,生マグロ水揚げ日本トップ級。塩竈神社の門前港町
C463,5200,3400,白石市（しろいしし）は、宮城県南部の市。蔵王連峰のふもとに位置する。
C464,5300,3500,名取市（なとりし）は、宮城県の中央南部に位置する市。東北地方最大の都市である仙台市に隣接しており、市内には仙台空港がある。
C465,4500,3000,角田市（かくだし）は、宮城県の南部に位置する市。1958年（昭和33年）市制施行。
C466,5900,3900,多賀城市（たがじょうし）は、宮城県のほぼ中央に位置する市。仙台都市圏を構成する市町村の一つである。
C467,4500,2600,岩沼市（いわぬまし）は、宮城県南部に位置する市。太平洋沿岸、阿武隈川河口の北岸にある。
C468,6900,4600,登米市（とめし）は、宮城県の北部に位置する市。岩手県との県境にあり、登米郡8町と本吉郡津山町の合併によって2005年（平成17年）4月1日に誕生した。
C469,6900,4600,栗原市（くりはらし）は、宮城県北西部に位置する市。市全域で栗駒山麓ジオパークをなす。
C470,4100,2800,東松島市（ひがしまつしまし）は、宮城県の中部に位置する市。石巻市や女川町と石巻広域圏を構成する自治体である。
C471,7200,4400,こけしの鳴子温泉郷。ササニシキ発祥の地
C472,6000,4000,富谷市（とみやし）は、宮城県中部に位置する市。1970年代から仙台市の北側郊外のベッドタウンとして発展している。
C473,4400,1900,蔵王町（ざおうまち）は、宮城県の南部にある町で、刈田郡に属する。
C474,3200,1400,七ヶ宿町（しちかしゅくまち）は、宮城県南西部に位置し、刈田郡に属する町。
C475,3700,2100,大河原町（おおがわらまち）は、宮城県南部の柴田郡に属する町。奥州街道の宿場町として栄えた町であり「仙南の商都」として発展してきた。
C476,2500,1100,村田町（むらたまち）は、宮城県柴田郡にある町。
C477,3100,1800,柴田町（しばたまち）は、宮城県柴田郡にある町。県の地域区分では仙南地域（仙南圏）に含まれ、一方で都市圏としては仙台都市圏に含まれる。
C478,2600,1000,川崎町（かわさきまち）は、宮城県南西部の町。柴田郡に属する。
C479,3000,1600,丸森町（まるもりまち）は、宮城県の伊具郡に属する町。県の最南端に位置する。
C480,3800,1700,亘理町（わたりちょう）は、宮城県南部の亘理郡に属する町。東は太平洋に面しており、西には阿武隈高地、北には阿武隈川が位置する。
C481,2700,1200,山元町（やまもとちょう）は、宮城県東南端の太平洋沿岸に位置する町。
C482,3500,1900,七ヶ浜町（しちがはままち）は、宮城県中部の太平洋沿岸に位置する町。
C483,5200,2700,利府町（りふちょう）は、宮城県中部に位置し、宮城郡に属する町。
C484,4400,1900,大和町（たいわちょう）は、宮城県中部、黒川郡に属する町。2010年代の全国の市区町村で人口減少傾向のところが多い中で、人口増加率が高い。
C485,2400,1400,大郷町（おおさとちょう）は、宮城県中部の黒川郡に位置する町。1954年（昭和29年）に大谷村、粕川村、大松沢村の3村が合併して町制を施行した。
C486,3800,1300,大衡村（おおひらむら）は、宮城県中部、黒川郡に位置する村。県下唯一の村である。
C487,2500,1200,色麻町（しかまちょう）は、宮城県北西部加美郡に属する町。宮城県北西部に位置する農業の町で、大崎地方に属する。
C488,3300,1500,加美町（かみまち）は、宮城県の北西部に位置する町。2003年（平成15年）4月に小野田町、中新田町、宮崎町の3町が合併して誕生した。
C489,3300,1600,涌谷町（わくやちょう）は、宮城県北東部の遠田郡に位置し、大崎地方に属する町。
C490,3300,2000,美里町（みさとまち）は、宮城県北部の大崎地方に属する遠田郡の町。
C491,4800,2700,女川町（おながわちょう）は、宮城県牡鹿郡に属する太平洋沿岸に位置する町。
C492,4300,2300,南三陸町（みなみさんりくちょう）は、宮城県北東部の三陸海岸南部に位置する町。
C493,5700,3600,能代市（のしろし）は、秋田県の北部に位置し、日本海に面する市。
C494,7200,4400,かまくらと横手焼きそば。日本有数の豪雪都市
C495,1800,1000,大館市（おおだてし）は、秋田県北部に位置する市。市の北境で青森県と接している。
C496,1800,1300,鹿角市（かづのし）は、秋田県の北東端部に位置する市。青森県や岩手県と境を接する。
C497,1800,1400,由利本荘市（ゆりほんじょうし）は、秋田県の南西部にある市。2005年（平成17年）3月に本荘市、由利郡矢島町、岩城町、由利町、西目町、鳥海町、東由利町、大内町が合併し誕生した。
C498,1800,800,潟上市（かたがみし）は、秋田市の北西、男鹿市の南東に位置する市。
C499,7000,4400,日本三大花火「大曲の花火」に全国の花火師が集う
C500,5500,3600,北秋田市（きたあきたし）は、秋田県北部に位置する市。2005年（平成17年）3月22日に北秋田郡の鷹巣町、合川町、森吉町、阿仁町の4町が合併して発足した。
C501,5800,3700,にかほ市（にかほし）は、秋田県の南西部に位置する市。2005年（平成17年）10月1日に仁賀保町、金浦町、象潟町が合併して誕生した。
C502,3300,1400,小坂町（こさかまち）は、秋田県鹿角郡にある町。東南は鹿角市、西は大館市、北は青森県と接している。
C503,5700,2300,上小阿仁村（かみこあにむら）は、秋田県の中央部に位置する村。秋田杉の産地として知られ、村の総面積の92.7%が山林原野で、村の森林の73%が国有林である。
C504,2600,1200,藤里町（ふじさとまち）は秋田県の北端に位置する町。白神山地の南側に位置し、町の北西部県境にある白神山地は世界遺産に登録され、登録区域の約4分の1（秋田県側のすべて）が藤里町の町域内
C505,2700,1600,三種町（みたねちょう）は、秋田県の北西部に位置し、山本郡に属する町。
C506,2400,1500,八峰町（はっぽうちょう）は、秋田県の北西部に位置し、山本郡に属する町。
C507,3000,1200,五城目町（ごじょうめまち）は、秋田県の中央部に位置する町で、南秋田郡に属する。
C508,1800,800,八郎潟町（はちろうがたまち）は、秋田県の北西部に位置し、南秋田郡に属する町。
C509,2200,800,井川町（いかわまち）は、秋田県の中央部に位置する町。町並みは出羽丘陵に源を発して八郎潟（残存湖）に注ぐ井川に沿って形成されている。
C510,5600,2300,大潟村（おおがたむら）は、秋田県北西部の男鹿半島の付け根に位置する村。
C511,3000,1600,美郷町（みさとちょう）は、秋田県の仙北郡にある町（地方公共団体）。
C512,3000,1300,羽後町（うごまち）は、秋田県の南部に位置する町。出羽丘陵の峰境で雄物川水系に属する東部地区と子吉川水系に属する西部地区に分かれる。
C513,4600,2200,東成瀬村（ひがしなるせむら）は、秋田県の南東端の村。奥羽山脈の麓に位置し、栗駒国定公園を擁する。
C514,7300,4300,上杉家の城下町。米沢牛は日本三大和牛の一角
C515,7400,4500,北前船で栄えた湊町。山居倉庫とおしんの舞台
C516,5500,3400,新庄市（しんじょうし）は、山形県の北東にある市。最上地域の中心都市であり、新庄市を中核に最上生活圏を形成している。
C517,4600,2700,上山市（かみのやまし）は、山形県村山地方の南東部にある市。市の北側は県庁所在地である山形市に接する。
C518,3500,1900,村山市（むらやまし）は、山形県中央部にある人口約2万1千人の市。
C519,4600,3200,長井市（ながいし）は、山形県の南部にある人口約2万5千人の市。
C520,4600,3100,東根市（ひがしねし）は、山形県中央東部にある市。
C521,4800,2900,尾花沢市（おばなざわし）は、山形県の北東部、村山地方に位置する市。
C522,4900,3000,南陽市（なんようし）は、山形県の南東にある人口約3万人の市。赤湯温泉や鶴の恩返しの民話が伝わる里として知られる。
C523,2400,1200,山辺町（やまのべまち）は、山形県のやや南東部に位置する、人口約1万3千人の町。
C524,2200,1000,中山町（なかやままち）は、山形県の中央部にある人口約1万1千人の町。
C525,3200,1900,河北町（かほくちょう）は、山形県のほぼ中央部にある人口約1万7千人の町。
C526,2900,1300,西川町（にしかわまち）は、山形県の中央部にある人口約4千人の町。
C527,2200,1100,朝日町（あさひまち）は、山形県の中央部にある西村山郡の町。キャッチフレーズは「りんごとワインの里」。
C528,2500,1600,大江町（おおえまち）は、山形県の中央部にある人口約6千人の町。
C529,1800,800,大石田町（おおいしだまち）は、山形県の北東にある人口約6千人の町。
C530,1800,1100,金山町（かねやままち）は、山形県の北東部にある町で、最上郡に属する。
C531,2400,1500,最上町（もがみまち）は、山形県北東部にある町。
C532,2200,1100,舟形町（ふながたまち）は、山形県の北部にある人口約5千人の町。
C533,2400,1400,真室川町（まむろがわまち）は、山形県の北部にある人口約6千人の町。
C534,2300,800,大蔵村（おおくらむら）は、山形県の北部、最上地方の南部にある人口約2千人の村。
C535,2300,800,鮭川村（さけがわむら）は、山形県内陸部北部にある村。最上地方の最上郡に属する。
C536,2700,800,戸沢村（とざわむら）は、山形県最上郡にある村。1955年（昭和30年）4月1日に旧・古口村、旧・戸沢村、角川村が合併して古口村となり、同年5月1日に古口村から戸沢村に改称して成立し
C537,3400,1800,高畠町（たかはたまち）は、山形県南東の東置賜郡にある人口約2万人の町。
C538,2300,1500,川西町（かわにしまち）は、山形県の南部にある人口約1万3千人ほどの町で、東置賜郡に属する。
C539,3900,2000,小国町（おぐにまち）は、山形県の南西部にある人口約6千人の町。
C540,2500,1400,白鷹町（しらたかまち）は、山形県の南部にある人口約1万1千人の町。
C541,2800,1700,飯豊町（いいでまち）は、山形県の南部にある人口約6千人の町。西置賜郡に属す。
C542,2300,900,三川町（みかわまち）は、山形県の北西部にある人口約7400人の町。
C543,3600,1600,庄内町（しょうないまち）は、山形県東田川郡の町。庄内地方中央に位置し、酒田都市圏の一部である。
C544,3800,2000,遊佐町（ゆざまち）は、山形県の最北部に位置し、日本海に面する人口約1万2千人の町。
C545,6400,4000,白河ラーメンと小峰城。みちのくの玄関口
C546,6000,3400,須賀川市（すかがわし）は、福島県の中通り中部にある市。郡山都市圏に属している。
C547,6100,4000,人口比ラーメン店数日本一。朝ラー文化の聖地
C548,4800,3200,相馬市（そうまし）は、福島県浜通りの北部に位置する市。太平洋沿岸の都市で、松川浦や相馬野馬追で有名である。
C549,5200,3100,智恵子のふるさと。提灯祭りと菊人形
C550,4400,2900,田村市（たむらし）は、福島県中通り中部に位置する市。
C551,5500,3700,南相馬市（みなみそうまし）は、福島県浜通り北部に位置する市。相双地方で最多の人口を有する。
C552,6100,3500,伊達市（だてし）は、福島県中通り北部に位置する市。
C553,3900,2700,本宮市（もとみやし）は、福島県中通り北部に位置する市。
C554,3000,1400,桑折町（こおりまち）は、福島県中通り北部に位置し、伊達郡に属する町。
C555,2600,1100,国見町（くにみまち）は、福島県中通り北部に位置し、伊達郡に属する町。
C556,2600,1200,川俣町（かわまたまち）は、福島県中通りに位置し、伊達郡に属する町。
C557,2500,900,大玉村（おおたまむら）は、福島県中通りに位置する村。安達郡に属する唯一の自治体である。
C558,2300,1300,鏡石町（かがみいしまち）は、福島県中通りに位置し、岩瀬郡に属する町。
C559,3200,1600,天栄村（てんえいむら）は、福島県中通りに位置し、岩瀬郡に属する村。
C560,2600,1100,下郷町（しもごうまち）は、福島県会津地方に位置し、南会津郡に属する町。
C561,7200,3100,檜枝岐村（ひのえまたむら）は、福島県会津地方南西部（奥会津）に位置し、南会津郡に属する村。
C562,3700,1800,只見町（ただみまち）は、福島県会津地方（奥会津）に位置し、南会津郡に属する町。
C563,4100,2300,南会津町（みなみあいづまち）は、福島県会津地方（奥会津）に位置し、南会津郡に属する町。
C564,2600,1300,北塩原村（きたしおばらむら）は、福島県会津地方北部に位置し、耶麻郡に属する村。
C565,1800,800,西会津町（にしあいづまち）は、福島県会津地方北西部に位置し、耶麻郡に属する町。
C566,2400,900,磐梯町（ばんだいまち）は、福島県会津地方中部に位置し、耶麻郡に属する町。
C567,4300,2200,猪苗代町（いなわしろまち）は、福島県の会津地方に位置し、耶麻郡に属する町。
C568,3400,1700,会津坂下町（あいづばんげまち）は、福島県会津地方に位置し、河沼郡に属する町。
C569,2200,800,湯川村（ゆがわむら）は、福島県会津地方中部に位置し、河沼郡に属する村。
C570,2400,900,柳津町（やないづまち）は、福島県会津地方（奥会津）に位置し、河沼郡に属する町。
C571,2200,800,三島町（みしままち）は、福島県会津地方中西部（奥会津）に位置し、大沼郡に属する町。
C572,2800,1600,金山町（かねやままち）は、福島県奥会津地方に位置し、大沼郡に属する町。
C573,2800,1500,昭和村（しょうわむら）は、福島県会津地方（奥会津）に位置し、大沼郡に属する村。
C574,2900,1500,会津美里町（あいづみさとまち）は、福島県大沼郡に属する町。会津地方に含まれる。
C575,5000,1800,西郷村（にしごうむら）は、福島県中通りに位置し、西白河郡に属する村。
C576,2200,1100,泉崎村（いずみざきむら）は、福島県中通りに位置し、西白河郡に属する村。
C577,1800,900,中島村（なかじまむら）は、福島県中通り南部に位置し、西白河郡に属する村。
C578,2800,1200,矢吹町（やぶきまち）は、福島県中通り南部に位置し、西白河郡に属する町。
C579,3300,1600,棚倉町（たなぐらまち）は、福島県中通り南部に位置し、東白川郡に属する町。
C580,3200,1900,矢祭町（やまつりまち）は、福島県中通りに位置し、東白川郡に属する町。
C581,2400,1000,塙町（はなわまち）は、福島県中通りに位置し、東白川郡に属する町。
C582,2300,1100,鮫川村（さめがわむら）は、福島県中通り南部に位置し、東白川郡に属する村。
C583,3000,1700,石川町（いしかわまち）は、福島県石川郡に属する町。中通り南部に位置する。
C584,2200,800,玉川村（たまかわむら）は、福島県中通り中部に位置し、石川郡に属する村。
C585,2300,1300,平田村（ひらたむら）は、福島県中通り東部に位置し、石川郡に属する村。
C586,1800,1000,浅川町（あさかわまち）は、福島県石川郡に属する町。中通り南部に位置する。
C587,2300,1200,古殿町（ふるどのまち）は、福島県中通り南東部に位置し、石川郡に属する町。
C588,3700,2000,三春町（みはるまち）は、福島県中通り中部に位置し、田村郡に属する町。
C589,1800,900,小野町（おのまち）は、福島県中通り中部に位置し、田村郡に属する町。
C590,2400,1500,広野町（ひろのまち）は、福島県浜通りに位置し、双葉郡（1896年以前は楢葉郡）に属する町。
C591,3100,1800,楢葉町（ならはまち）は、福島県浜通りに位置し、双葉郡に属する町。
C592,3900,1800,富岡町（とみおかまち）は、福島県浜通りに位置し、双葉郡に属する町。
C593,2400,1200,川内村（かわうちむら）は、福島県浜通りに位置し、双葉郡に属する村。
C594,5100,2900,大熊町（おおくままち）は、福島県浜通りに位置し、双葉郡（1896年以前は標葉郡）に属する町。
C595,1800,1200,双葉町（ふたばまち）は、福島県の浜通りにある町。双葉郡（1896年以前は標葉郡）に属する。
C596,6100,3400,浪江町（なみえまち）は、福島県浜通りに位置し、双葉郡（1896年以前は標葉郡）に属する町。
C597,2800,1300,葛尾村（かつらおむら）は、福島県浜通りに位置し、双葉郡に属する村。
C598,2400,1300,新地町（しんちまち）は、福島県浜通りに位置し、相馬郡に属する町。
C599,3100,1400,飯舘村（いいたてむら）は、福島県浜通りに位置し、相馬郡（1896年以前は行方郡）に属する村。
C600,7500,4400,日立市（ひたちし）は、茨城県の北東部、県北地域にある太平洋に臨む市。
C601,7400,4900,日本三大花火の土浦全国花火競技大会。霞ヶ浦のほとり
C602,7600,5000,古河市（こがし）は、関東地方のほぼ中央、茨城県の西端に位置する市。
C603,1800,900,石岡市（いしおかし）は、関東地方北東部、茨城県の県南地域の市。
C604,4900,2800,結城市（ゆうきし）は、茨城県県西地域に位置する市。常総台地の一部である結城台地と呼ばれる地域にある。
C605,6300,4200,龍ケ崎市（りゅうがさきし）は、茨城県南部、県南地域に位置する市。
C606,4900,2700,下妻市（しもつまし）は、茨城県西部の県西地域に位置する市。東京都心から約60km圏にある田園都市である。
C607,7000,4300,常総市（じょうそうし）は、茨城県南西部の県西地域にある市。2006年（平成18年）1月1日付で水海道市と石下町が合併して発足し、2026年1月1日に市制施行20周年を迎える。
C608,5300,3000,常陸太田市（ひたちおおたし）は、茨城県の東北部の県北地域にある市。
C609,4200,2700,高萩市（たかはぎし）は、茨城県北東部の県北地域に位置する市。東は太平洋に面し、西は阿武隈山地（多賀山地）の山間部となっている。
C610,1800,1400,北茨城市（きたいばらきし）は、関東地方の北部、茨城県北東部の県北地域にある市。
C611,5700,3300,笠間焼と日本三大稲荷の笠間稲荷神社
C612,6300,3700,取手市（とりでし）は、茨城県の県南地域に位置する市。東京都市圏。
C613,6000,3800,牛久市（うしくし）は、茨城県南部の県南地域に位置する市。旧稲敷郡。
C614,7200,4700,ひたちなか市（ひたちなかし）は、茨城県の県央地域に位置する市。
C615,7000,4600,鹿嶋市（かしまし）は、茨城県南東部の鹿行地域に位置する市。
C616,6000,3500,潮来市（いたこし）は、茨城県南東部の鹿行地域に位置する市。
C617,6000,3700,守谷市（もりやし）は、茨城県南地域に位置する市。常総台地から枝状に伸びる猿島台地の先端部にあたる。
C618,5000,3200,常陸大宮市（ひたちおおみやし）は、茨城県北西部の県北地域に位置する市。
C619,5100,3200,那珂市（なかし）は、茨城県県央地域にある市。2005年（平成17年）市制施行。
C620,6800,3900,筑西市（ちくせいし）は、茨城県の県西地域北部に位置する市。つくば市の北西約25 km地点の筑波山の西側に位置する。
C621,6200,3700,坂東市（ばんどうし）は、茨城県西部の県西地域に位置する市。常総都市圏に属する（後述の経済項も参考）。
C622,5100,3500,稲敷市（いなしきし）は、茨城県の県南地域に位置する市。2005年（平成17年）3月22日の合併により誕生した。
C623,4200,2300,かすみがうら市（かすみがうらし）は、茨城県の県南地域に位置する市。
C624,5600,3400,桜川市（さくらがわし）は、茨城県西地域に位置する市。2005年10月1日に西茨城郡岩瀬町、真壁郡真壁町、大和村が合併し誕生。
C625,7400,4900,神栖市（かみすし）は、茨城県の鹿行地域にある市。県の最東南端に位置し、千葉県と接する。
C626,6100,3500,鉾田市（ほこたし）は、茨城県南東部の鹿行地域にある市。
C627,6600,4000,つくばみらい市（つくばみらいし）は、茨城県の県南地域に位置する市。
C628,5700,3800,小美玉市（おみたまし）は、茨城県中南部の県央地域にある市。
C629,3400,1900,茨城町（いばらきまち）は、茨城県中部・県央地域に位置し、東茨城郡に属する町。
C630,3700,1900,城里町（しろさとまち）は、茨城県西北部の県央地域に位置し、東茨城郡に属する町。
C631,6800,2800,東海村（とうかいむら）は、茨城県県央地域の村。那珂郡に属し、同郡を構成する唯一の町村でもある。
C632,4700,2300,大子町（だいごまち）は、茨城県の県北地域西部に位置し、久慈郡に属する町。
C633,4700,2200,美浦村（みほむら）は、茨城県南部の県南地域、稲敷郡にある霞ヶ浦に面した村。
C634,6500,3000,阿見町（あみまち）は、茨城県の県南地域に位置する町で、稲敷郡に属する。
C635,3600,1900,河内町（かわちまち）は、茨城県の県南地域、稲敷郡にある町。東京都市圏（東京通勤圏）。
C636,3000,1600,八千代町（やちよまち）は、茨城県の県西地域、結城郡にある町。関東平野のほぼ中央、茨城県南西部に位置する。
C637,4900,2400,五霞町（ごかまち）は、茨城県西南端の県西地域に位置する猿島郡にある町。
C638,5600,2600,境町（さかいまち）は茨城県西地域の猿島郡にある町。利根川と江戸川の分岐点に位置する。
C639,3700,1800,利根町（とねまち）は、茨城県南部の県南地域に位置する町。利根川を挟んで千葉県と接する。
C640,7300,4500,栃木市（とちぎし）は、栃木県の南部にある人口約15万人の市。栃木県内人口は宇都宮市、小山市に次ぐ第3位。
C641,6600,3800,青竹打ちの佐野ラーメンと厄除け大師
C642,5900,3800,鹿沼市（かぬまし）は、栃木県の中部に位置する市。1948年（昭和23年）市制施行。
C643,1800,1200,小山市（おやまし）は、栃木県南部に位置する市。市域は関東大都市圏に含まれ、首都圏整備法第2条第5項に規定する都市開発区域（小山地区）となっている。
C644,5900,3800,真岡市（もおかし）は、栃木県の南東部に位置する市。旧芳賀郡。1954年（昭和29年）市制施行。
C645,1800,1100,大田原市（おおたわらし）は、栃木県の北東部に位置する市。
C646,4200,2700,矢板市（やいたし）は、栃木県北部に位置する市。栃木県庁塩谷庁舎が設置される等、行政上栃木県塩谷地区の中心となる市である。
C647,5600,3800,さくら市（さくらし）は、栃木県の中部（塩谷地区）に位置する市。
C648,4400,2400,那須烏山市（なすからすやまし）は、栃木県の東部に位置する市。
C649,5700,3300,下野市（しもつけし）は、栃木県南部に位置する人口約6万人の市。
C650,4000,1700,上三川町（かみのかわまち）は、栃木県南東部に位置し、河内郡に属する町。
C651,3900,1700,益子焼の窯元が集う陶芸の聖地。春秋の陶器市は大賑わい
C652,3200,1400,茂木町（もてぎまち）は、栃木県南東部に位置し、芳賀郡に属する町。
C653,2500,1300,市貝町（いちかいまち）は、芳賀郡に属し、栃木県南東部に位置する町。
C654,3200,1400,芳賀町（はがまち）は、栃木県南東部に位置し、芳賀郡に属する町。
C655,5900,2700,壬生町（みぶまち）は、栃木県の県央南部に位置し、下都賀郡北部に属する人口約4万人の町。
C656,3900,2000,野木町（のぎまち）は、栃木県南部に位置し、下都賀郡に属する町。
C657,1800,800,塩谷町（しおやまち）は、栃木県北部に位置し、塩谷郡に属する町。
C658,3300,1400,高根沢町（たかねざわまち）は、栃木県中央東部に位置し、塩谷郡に属する町。
C659,1800,800,那須町（なすまち）は、栃木県北東部に位置し、那須郡に属する町。
C660,3600,1900,那珂川町（なかがわまち）は、栃木県の北東部に位置し、那須郡に属する町。
C661,7600,4800,桐生市（きりゅうし）は、群馬県南東部にある市。旧山田郡・足利郡・安蘇郡・勢多郡。
C662,7600,4500,伊勢崎市（いせさきし）は、群馬県の南部に位置する市。施行時特例市に指定されている。
C663,7700,5100,太田市（おおたし）は、群馬県の南部、東毛地区にある市。人口は約22万人で、県内では高崎市、前橋市に続き3番目に多い。
C664,7400,4500,沼田市（ぬまたし）は、群馬県北部の市。群馬県内にある12の市のうち最も北に位置する市である。
C665,6200,3900,館林市（たてばやしし）は、群馬県南東部にある市。昭和の大合併（1954年）に旧邑楽郡の1町7村が合併して市制施行。
C666,5800,3300,石段街の伊香保温泉。日本のまんなかを名乗る
C667,5000,3400,藤岡市（ふじおかし）は、群馬県の南西部に位置する市。1954年（昭和29年）市制施行。
C668,4100,2200,富岡市（とみおかし）は、群馬県南西部の市。2006年（平成18年）3月27日に旧富岡市と妙義町が合併して誕生した。
C669,5500,3200,安中市（あんなかし）は、群馬県南西部に位置する市。
C670,5900,3900,みどり市（みどりし）は、群馬県東部（東毛地域）に位置する市。2006年（平成18年）3月27日に、新田郡笠懸町、山田郡大間々町、勢多郡東村の2町1村が合併し発足。
C671,3700,1800,榛東村（しんとうむら）は、群馬県のほぼ中央部、榛名山の東麓にある村。
C672,2700,1400,吉岡町（よしおかまち）は、群馬県のほぼ中央、北群馬郡に属する町。
C673,6000,2400,上野村（うえのむら）は、群馬県の南西部（最南端）に位置する、多野郡に存在する村。
C674,1800,800,神流町 （かんなまち）は、群馬県南西部、多野郡にある町。町名は神流川に因む。
C675,1800,900,下仁田町（しもにたまち）は、群馬県の南西部にある町。甘楽郡に属し、下仁田ネギ、下仁田こんにゃくの産地でも有名。
C676,4700,2200,南牧村（なんもくむら）は、群馬県甘楽郡の村。高齢化率日本一の自治体である。
C677,3400,1600,甘楽町（かんらまち）は、群馬県の西南部、甘楽郡に属する町。
C678,4800,2700,中之条町（なかのじょうまち）は、群馬県北西部、吾妻郡にある町。
C679,2800,1100,長野原町（ながのはらまち）は、群馬県の北西部、吾妻郡西部にある町。
C680,7000,3100,嬬恋村（つまごいむら）は、群馬県の西端に位置する村。吾妻郡に属する。
C681,2400,900,高山村（たかやまむら）は、群馬県中北部にある村。吾妻郡の東端に位置し、ほぼ四方を山に囲まれる山村である。
C682,3600,1900,東吾妻町（ひがしあがつままち）は、群馬県吾妻郡の町。
C683,3900,1800,片品村（かたしなむら）は、群馬県の北北東に位置し、利根郡に属する村。
C684,2800,900,川場村（かわばむら）は、群馬県利根郡の村。
