card_id,file,article,license,artist,source_url
T379,images/T379.gif,en:Regular expression,Public domain,"William Shakespeare, Arthur Donald Innes",https://commons.wikimedia.org/wiki/File:Antony08.gif
T380,images/T380.gif,ダイクストラ法,Public domain,Ibmua,https://commons.wikimedia.org/wiki/File:Dijkstra_Animation.gif
T381,images/T381.gif,ヒープソート,CC BY-SA 3.0,de:User:RolandH,https://commons.wikimedia.org/wiki/File:Sorting_heapsort_anim.gif
T384,images/T384.gif,A*,CC BY 3.0,Subh83,https://commons.wikimedia.org/wiki/File:Astar_progress_animation.gif
T385,images/T385.gif,シェルソート,CC0,Simpsons contributor,https://commons.wikimedia.org/wiki/File:Sorting_shellsort_anim.gif
T386,images/T386.png,Unicode,Public domain,Unicode Consortium,https://commons.wikimedia.org/wiki/File:New_Unicode_logo.svg
T388,images/T388.gif,en:Turing completeness,MIT,Bryan Lincoln,https://commons.wikimedia.org/wiki/File:OTCA_metapixel.gif
T389,images/T389.png,ナップサック問題,CC BY-SA 2.5,不明,https://commons.wikimedia.org/wiki/File:Knapsack.svg
T390,images/T390.jpg,ハノイの塔,CC BY-SA 3.0,不明,https://commons.wikimedia.org/wiki/File:Tower_of_Hanoi.jpeg
T394,images/T394.jpg,トランジスタ,Public domain,Benedikt.Seidl,https://commons.wikimedia.org/wiki/File:Transistors-white.jpg
T395,images/T395.png,ムーアの法則,CC BY 4.0,"Max Roser, Hannah Ritchie",https://commons.wikimedia.org/wiki/File:Moore%27s_Law_Transistor_Count_1970-2020.png
T396,images/T396.jpg,メインフレーム,Public domain,Ing. Richard Hilber,https://commons.wikimedia.org/wiki/File:IBM_System_Z9_(type_2094_inside).jpg
T398,images/T398.jpg,Raspberry Pi,CC BY 4.0,SimonWaldherr,https://commons.wikimedia.org/wiki/File:Raspberry_Pi_5.jpg
T399,images/T399.jpg,en:Embedded system,CC BY-SA 3.0,Pe wiki editor,https://commons.wikimedia.org/wiki/File:DHCOM_Computer_On_Module_-_AM35x.jpg
T400,images/T400.jpg,en:Pipe (fluid conveyance),CC BY-SA 3.0,Thesupermat,https://commons.wikimedia.org/wiki/File:Paris_-_Palais_du_Louvre_-_PA00085992_-_1090.jpg
T404,images/T404.png,Microsoft Azure,Public domain,Microsoft Corporation,https://commons.wikimedia.org/wiki/File:Microsoft_Azure.svg
T405,images/T405.png,en:Google Cloud Platform,Public domain,Google,https://commons.wikimedia.org/wiki/File:Google_Cloud_icon_(2026).svg
T406,images/T406.png,Cloudflare,Public domain,Cloudflare,https://commons.wikimedia.org/wiki/File:Cloudflare_Logo.svg
T417,images/T417.png,ChatGPT,Public domain,OpenAI,https://commons.wikimedia.org/wiki/File:OpenAI_logo_2025_(symbol).svg
T419,images/T419.png,en:Generative adversarial network,CC BY-SA 4.0,"Zhang, Aston and Lipton, Zachary C. and Li, Mu and Smola, Alexander J.",https://commons.wikimedia.org/wiki/File:Generative_adversarial_network.svg
T423,images/T423.png,en:Turing test,CC BY 2.5,Juan Alberto Sánchez Margallo,https://commons.wikimedia.org/wiki/File:Turing_test_diagram.png
T424,images/T424.png,en:MLOps,CC BY-SA 4.0,Cmbreuel,https://commons.wikimedia.org/wiki/File:ML_Ops_Venn_Diagram.svg
T426,images/T426.png,異常検知,CC BY-SA 4.0,Original: Alisneaky Vector: Zirguezi,https://commons.wikimedia.org/wiki/File:Kernel_Machine.svg
T430,images/T430.png,Visual Studio Code,Public domain,Microsoft,https://commons.wikimedia.org/wiki/File:VS_Code_(Insiders).png
T431,images/T431.png,Vim,GPL,不明,https://commons.wikimedia.org/wiki/File:Vim-(logiciel)-console.png
T433,images/T433.png,Emacs,GPL,Emacs development team,https://commons.wikimedia.org/wiki/File:Emacs_Dired_buffers.png
T434,images/T434.png,en:Shell script,CC0,Huihermit,https://commons.wikimedia.org/wiki/File:FreeBSD_10_vi_RC_Firewall.png
T439,images/T439.jpg,ラバーダック・デバッグ,CC BY-SA 3.0,Tom Morris,https://commons.wikimedia.org/wiki/File:Rubber_duck_assisting_with_debugging.jpg
T440,images/T440.png,en:Reinventing the wheel,Public domain,Pearson Scott Foresman,https://commons.wikimedia.org/wiki/File:Hub_(PSF).png
T442,images/T442.jpg,ハッカソン,CC BY-SA 2.0,"Alice Lee from East Palo Alto, CA, United States",https://commons.wikimedia.org/wiki/File:Yahoo!_Hack_Day.jpg
