id,name,reading,type,prefecture,rarity
C502,小坂町,こさかまち,city,秋田県,N
C503,上小阿仁村,かみこあにむら,city,秋田県,R
C504,藤里町,ふじさとまち,city,秋田県,N
C505,三種町,みたねちょう,city,秋田県,N
C506,八峰町,はっぽうちょう,city,秋田県,N
C507,五城目町,ごじょうめまち,city,秋田県,N
C508,八郎潟町,はちろうがたまち,city,秋田県,N
C509,井川町,いかわまち,city,秋田県,N
C510,大潟村,おおがたむら,city,秋田県,R
C511,美郷町,みさとちょう,city,秋田県,N
C512,羽後町,うごまち,city,秋田県,N
C513,東成瀬村,ひがしなるせむら,city,秋田県,N
C514,米沢市,よねざわし,city,山形県,R
C515,酒田市,さかたし,city,山形県,R
C516,新庄市,しんじょうし,city,山形県,N
C517,上山市,かみのやまし,city,山形県,N
C518,村山市,むらやまし,city,山形県,N
C519,長井市,ながいし,city,山形県,N
C520,東根市,ひがしねし,city,山形県,N
C521,尾花沢市,おばなざわし,city,山形県,N
C522,南陽市,なんようし,city,山形県,N
C523,山辺町,やまのべまち,city,山形県,N
C524,中山町,なかやままち,city,山形県,N
C525,河北町,かほくちょう,city,山形県,N
C526,西川町,にしかわまち,city,山形県,N
C527,朝日町,あさひまち,city,山形県,N
C528,大江町,おおえまち,city,山形県,N
C529,大石田町,おおいしだまち,city,山形県,N
C530,金山町,かねやままち,city,山形県,N
C531,最上町,もがみまち,city,山形県,N
C532,舟形町,ふながたまち,city,山形県,N
C533,真室川町,まむろがわまち,city,山形県,N
C534,大蔵村,おおくらむら,city,山形県,N
C535,鮭川村,さけがわむら,city,山形県,N
C536,戸沢村,とざわむら,city,山形県,N
C537,高畠町,たかはたまち,city,山形県,N
C538,川西町,かわにしまち,city,山形県,N
C539,小国町,おぐにまち,city,山形県,N
C540,白鷹町,しらたかまち,city,山形県,N
C541,飯豊町,いいでまち,city,山形県,N
C542,三川町,みかわまち,city,山形県,N
C543,庄内町,しょうないまち,city,山形県,N
C544,遊佐町,ゆざまち,city,山形県,N
C545,白河市,しらかわし,city,福島県,R
C546,須賀川市,すかがわし,city,福島県,R
C547,喜多方市,きたかたし,city,福島県,SR
C548,相馬市,そうまし,city,福島県,N
C549,二本松市,にほんまつし,city,福島県,N
C550,田村市,たむらし,city,福島県,N
C551,南相馬市,みなみそうまし,city,福島県,R
C552,伊達市,だてし,city,福島県,R
C553,本宮市,もとみやし,city,福島県,N
C554,桑折町,こおりまち,city,福島県,N
C555,国見町,くにみまち,city,福島県,N
C556,川俣町,かわまたまち,city,福島県,N
C557,大玉村,おおたまむら,city,福島県,N
C558,鏡石町,かがみいしまち,city,福島県,N
C559,天栄村,てんえいむら,city,福島県,N
C560,下郷町,しもごうまち,city,福島県,N
C561,檜枝岐村,ひのえまたむら,city,福島県,R
C562,只見町,ただみまち,city,福島県,N
C563,南会津町,みなみあいづまち,city,福島県,N
C564,北塩原村,きたしおばらむら,city,福島県,N
C565,西会津町,にしあいづまち,city,福島県,N
C566,磐梯町,ばんだいまち,city,福島県,N
C567,猪苗代町,いなわしろまち,city,福島県,N
C568,会津坂下町,あいづばんげまち,city,福島県,N
C569,湯川村,ゆがわむら,city,福島県,N
C570,柳津町,やないづまち,city,福島県,N
C571,三島町,みしままち,city,福島県,N
C572,金山町,かねやままち,city,福島県,N
C573,昭和村,しょうわむら,city,福島県,N
C574,会津美里町,あいづみさとまち,city,福島県,N
C575,西郷村,にしごうむら,city,福島県,N
C576,泉崎村,いずみざきむら,city,福島県,N
C577,中島村,なかじまむら,city,福島県,N
C578,矢吹町,やぶきまち,city,福島県,N
C579,棚倉町,たなぐらまち,city,福島県,N
C580,矢祭町,やまつりまち,city,福島県,N
C581,塙町,はなわまち,city,福島県,N
C582,鮫川村,さめがわむら,city,福島県,N
C583,石川町,いしかわまち,city,福島県,N
C584,玉川村,たまかわむら,city,福島県,N
C585,平田村,ひらたむら,city,福島県,N
C586,浅川町,あさかわまち,city,福島県,N
C587,古殿町,ふるどのまち,city,福島県,N
C588,三春町,みはるまち,city,福島県,N
C589,小野町,おのまち,city,福島県,N
C590,広野町,ひろのまち,city,福島県,N
C591,楢葉町,ならはまち,city,福島県,N
C592,富岡町,とみおかまち,city,福島県,N
C593,川内村,かわうちむら,city,福島県,N
C594,大熊町,おおくままち,city,福島県,N
C595,双葉町,ふたばまち,city,福島県,N
C596,浪江町,なみえまち,city,福島県,R
C597,葛尾村,かつらおむら,city,福島県,N
C598,新地町,しんちまち,city,福島県,N
C599,飯舘村,いいたてむら,city,福島県,N
C600,日立市,ひたちし,city,茨城県,R
C601,土浦市,つちうらし,city,茨城県,R
C602,古河市,こがし,city,茨城県,R
C603,石岡市,いしおかし,city,茨城県,N
C604,結城市,ゆうきし,city,茨城県,N
C605,龍ケ崎市,りゅうがさきし,city,茨城県,R
C606,下妻市,しもつまし,city,茨城県,N
C607,常総市,じょうそうし,city,茨城県,R
C608,常陸太田市,ひたちおおたし,city,茨城県,N
C609,高萩市,たかはぎし,city,茨城県,N
C610,北茨城市,きたいばらきし,city,茨城県,N
C611,笠間市,かさまし,city,茨城県,R
C612,取手市,とりでし,city,茨城県,R
C613,牛久市,うしくし,city,茨城県,R
C614,ひたちなか市,ひたちなかし,city,茨城県,R
C615,鹿嶋市,かしまし,city,茨城県,R
C616,潮来市,いたこし,city,茨城県,R
C617,守谷市,もりやし,city,茨城県,R
C618,常陸大宮市,ひたちおおみやし,city,茨城県,N
C619,那珂市,なかし,city,茨城県,N
C620,筑西市,ちくせいし,city,茨城県,R
C621,坂東市,ばんどうし,city,茨城県,R
C622,稲敷市,いなしきし,city,茨城県,N
C623,かすみがうら市,かすみがうらし,city,茨城県,N
C624,桜川市,さくらがわし,city,茨城県,R
C625,神栖市,かみすし,city,茨城県,R
C626,鉾田市,ほこたし,city,茨城県,R
C627,つくばみらい市,つくばみらいし,city,茨城県,R
C628,小美玉市,おみたまし,city,茨城県,R
C629,茨城町,いばらきまち,city,茨城県,N
C630,城里町,しろさとまち,city,茨城県,N
C631,東海村,とうかいむら,city,茨城県,R
C632,大子町,だいごまち,city,茨城県,N
C633,美浦村,みほむら,city,茨城県,N
C634,阿見町,あみまち,city,茨城県,R
C635,河内町,かわちまち,city,茨城県,N
C636,八千代町,やちよまち,city,茨城県,N
C637,五霞町,ごかまち,city,茨城県,N
C638,境町,さかいまち,city,茨城県,R
C639,利根町,とねまち,city,茨城県,N
C640,栃木市,とちぎし,city,栃木県,R
C641,佐野市,さのし,city,栃木県,R
C642,鹿沼市,かぬまし,city,栃木県,R
C643,小山市,おやまし,city,栃木県,N
C644,真岡市,もおかし,city,栃木県,R
C645,大田原市,おおたわらし,city,栃木県,N
C646,矢板市,やいたし,city,栃木県,N
C647,さくら市,さくらし,city,栃木県,R
C648,那須烏山市,なすからすやまし,city,栃木県,N
C649,下野市,しもつけし,city,栃木県,R
C650,上三川町,かみのかわまち,city,栃木県,N
C651,益子町,ましこまち,city,栃木県,R
C652,茂木町,もてぎまち,city,栃木県,N
C653,市貝町,いちかいまち,city,栃木県,N
C654,芳賀町,はがまち,city,栃木県,N
C655,壬生町,みぶまち,city,栃木県,R
C656,野木町,のぎまち,city,栃木県,N
C657,塩谷町,しおやまち,city,栃木県,N
C658,高根沢町,たかねざわまち,city,栃木県,N
C659,那須町,なすまち,city,栃木県,N
C660,那珂川町,なかがわまち,city,栃木県,N
C661,桐生市,きりゅうし,city,群馬県,R
C662,伊勢崎市,いせさきし,city,群馬県,R
C663,太田市,おおたし,city,群馬県,R
C664,沼田市,ぬまたし,city,群馬県,R
C665,館林市,たてばやしし,city,群馬県,R
C666,渋川市,しぶかわし,city,群馬県,R
C667,藤岡市,ふじおかし,city,群馬県,N
C668,富岡市,とみおかし,city,群馬県,N
C669,安中市,あんなかし,city,群馬県,R
C670,みどり市,みどりし,city,群馬県,R
C671,榛東村,しんとうむら,city,群馬県,N
C672,吉岡町,よしおかまち,city,群馬県,N
C673,上野村,うえのむら,city,群馬県,R
C674,神流町,かんなまち,city,群馬県,N
C675,下仁田町,しもにたまち,city,群馬県,N
C676,南牧村,なんもくむら,city,群馬県,N
C677,甘楽町,かんらまち,city,群馬県,N
C678,中之条町,なかのじょうまち,city,群馬県,N
C679,長野原町,ながのはらまち,city,群馬県,N
C680,嬬恋村,つまごいむら,city,群馬県,R
C681,高山村,たかやまむら,city,群馬県,N
C682,東吾妻町,ひがしあがつままち,city,群馬県,N
C683,片品村,かたしなむら,city,群馬県,N
C684,川場村,かわばむら,city,群馬県,N
C685,昭和村,しょうわむら,city,群馬県,N
C686,玉村町,たまむらまち,city,群馬県,N
C687,板倉町,いたくらまち,city,群馬県,N
C688,明和町,めいわまち,city,群馬県,N
C689,千代田町,ちよだまち,city,群馬県,N
C690,大泉町,おおいずみまち,city,群馬県,N
C691,邑楽町,おうらまち,city,群馬県,N
C692,熊谷市,くまがやし,city,埼玉県,R
C693,川口市,かわぐちし,city,埼玉県,SR
C694,行田市,ぎょうだし,city,埼玉県,R
C695,所沢市,ところざわし,city,埼玉県,SR
C696,飯能市,はんのうし,city,埼玉県,R
C697,加須市,かぞし,city,埼玉県,N
C698,本庄市,ほんじょうし,city,埼玉県,R
C699,東松山市,ひがしまつやまし,city,埼玉県,R
C700,狭山市,さやまし,city,埼玉県,R
C701,羽生市,はにゅうし,city,埼玉県,N
C702,鴻巣市,こうのすし,city,埼玉県,R
C703,深谷市,ふかやし,city,埼玉県,R
C704,上尾市,あげおし,city,埼玉県,R
C705,草加市,そうかし,city,埼玉県,R
C706,越谷市,こしがやし,city,埼玉県,R
C707,蕨市,わらびし,city,埼玉県,SR
C708,戸田市,とだし,city,埼玉県,R
C709,入間市,いるまし,city,埼玉県,R
C710,朝霞市,あさかし,city,埼玉県,R
C711,志木市,しきし,city,埼玉県,R
C712,和光市,わこうし,city,埼玉県,R
C713,新座市,にいざし,city,埼玉県,R
C714,桶川市,おけがわし,city,埼玉県,N
C715,久喜市,くきし,city,埼玉県,R
C716,北本市,きたもとし,city,埼玉県,N
C717,八潮市,やしおし,city,埼玉県,SR
C718,富士見市,ふじみし,city,埼玉県,N
C719,三郷市,みさとし,city,埼玉県,R
C720,蓮田市,はすだし,city,埼玉県,N
C721,坂戸市,さかどし,city,埼玉県,R
C722,幸手市,さってし,city,埼玉県,N
C723,鶴ヶ島市,つるがしまし,city,埼玉県,R
C724,日高市,ひだかし,city,埼玉県,N
C725,吉川市,よしかわし,city,埼玉県,N
C726,ふじみ野市,ふじみのし,city,埼玉県,R
C727,白岡市,しらおかし,city,埼玉県,R
C728,伊奈町,いなまち,city,埼玉県,N
C729,三芳町,みよしまち,city,埼玉県,N
C730,毛呂山町,もろやままち,city,埼玉県,N
C731,越生町,おごせまち,city,埼玉県,N
C732,滑川町,なめがわまち,city,埼玉県,N
C733,嵐山町,らんざんまち,city,埼玉県,N
C734,小川町,おがわまち,city,埼玉県,N
C735,川島町,かわじままち,city,埼玉県,N
C736,吉見町,よしみまち,city,埼玉県,N
C737,鳩山町,はとやままち,city,埼玉県,N
C738,ときがわ町,ときがわまち,city,埼玉県,N
C739,横瀬町,よこぜまち,city,埼玉県,N
C740,皆野町,みなのまち,city,埼玉県,N
C741,長瀞町,ながとろまち,city,埼玉県,N
C742,小鹿野町,おがのまち,city,埼玉県,N
C743,東秩父村,ひがしちちぶむら,city,埼玉県,N
C744,美里町,みさとまち,city,埼玉県,N
C745,神川町,かみかわまち,city,埼玉県,N
C746,上里町,かみさとまち,city,埼玉県,N
C747,寄居町,よりいまち,city,埼玉県,N
C748,宮代町,みやしろまち,city,埼玉県,N
C749,杉戸町,すぎとまち,city,埼玉県,N
C750,松伏町,まつぶしまち,city,埼玉県,R
C751,市川市,いちかわし,city,千葉県,N
C752,船橋市,ふなばしし,city,千葉県,SR
C753,木更津市,きさらづし,city,千葉県,R
C754,松戸市,まつどし,city,千葉県,N
C755,野田市,のだし,city,千葉県,R
C756,茂原市,もばらし,city,千葉県,N
C757,佐倉市,さくらし,city,千葉県,R
C758,東金市,とうがねし,city,千葉県,N
C759,旭市,あさひし,city,千葉県,R
C760,習志野市,ならしのし,city,千葉県,N
C761,柏市,かしわし,city,千葉県,SR
C762,勝浦市,かつうらし,city,千葉県,R
C763,市原市,いちはらし,city,千葉県,R
C764,流山市,ながれやまし,city,千葉県,R
C765,八千代市,やちよし,city,千葉県,R
C766,我孫子市,あびこし,city,千葉県,R
C767,鴨川市,かもがわし,city,千葉県,R
C768,鎌ケ谷市,かまがやし,city,千葉県,R
C769,君津市,きみつし,city,千葉県,R
C770,富津市,ふっつし,city,千葉県,R
C771,四街道市,よつかいどうし,city,千葉県,R
C772,袖ケ浦市,そでがうらし,city,千葉県,R
C773,八街市,やちまたし,city,千葉県,R
C774,印西市,いんざいし,city,千葉県,R
C775,白井市,しろいし,city,千葉県,R
C776,富里市,とみさとし,city,千葉県,N
C777,南房総市,みなみぼうそうし,city,千葉県,R
C778,香取市,かとりし,city,千葉県,R
C779,山武市,さんむし,city,千葉県,R
C780,いすみ市,いすみし,city,千葉県,R
C781,大網白里市,おおあみしらさとし,city,千葉県,R
C782,酒々井町,しすいまち,city,千葉県,N
C783,栄町,さかえまち,city,千葉県,N
C784,神崎町,こうざきまち,city,千葉県,N
C785,多古町,たこまち,city,千葉県,N
C786,東庄町,とうのしょうまち,city,千葉県,N
C787,九十九里町,くじゅうくりまち,city,千葉県,N
C788,芝山町,しばやままち,city,千葉県,N
C789,横芝光町,よこしばひかりまち,city,千葉県,N
C790,一宮町,いちのみやまち,city,千葉県,N
C791,睦沢町,むつざわまち,city,千葉県,N
C792,長生村,ちょうせいむら,city,千葉県,N
C793,白子町,しらこまち,city,千葉県,N
C794,長柄町,ながらまち,city,千葉県,N
C795,長南町,ちょうなんまち,city,千葉県,N
C796,大多喜町,おおたきまち,city,千葉県,N
C797,御宿町,おんじゅくまち,city,千葉県,N
C798,鋸南町,きょなんまち,city,千葉県,N
C799,文京区,ぶんきょうく,city,東京都,R
C800,墨田区,すみだく,city,東京都,R
C801,江東区,こうとうく,city,東京都,SR
C802,目黒区,めぐろく,city,東京都,R
C803,大田区,おおたく,city,東京都,R
C804,中野区,なかのく,city,東京都,R
C805,杉並区,すぎなみく,city,東京都,SR
C806,北区,きたく,city,東京都,R
C807,荒川区,あらかわく,city,東京都,R
C808,板橋区,いたばしく,city,東京都,SR
C809,葛飾区,かつしかく,city,東京都,SR
C810,江戸川区,えどがわく,city,東京都,SR
C811,立川市,たちかわし,city,東京都,SR
C812,武蔵野市,むさしのし,city,東京都,R
C813,三鷹市,みたかし,city,東京都,R
C814,青梅市,おうめし,city,東京都,R
C815,府中市,ふちゅうし,city,東京都,SR
C816,昭島市,あきしまし,city,東京都,R
C817,調布市,ちょうふし,city,東京都,SR
C818,町田市,まちだし,city,東京都,SR
C819,小金井市,こがねいし,city,東京都,R
C820,小平市,こだいらし,city,東京都,R
C821,日野市,ひのし,city,東京都,R
C822,東村山市,ひがしむらやまし,city,東京都,R
C823,国分寺市,こくぶんじし,city,東京都,R
C824,国立市,くにたちし,city,東京都,R
C825,福生市,ふっさし,city,東京都,R
C826,狛江市,こまえし,city,東京都,R
C827,東大和市,ひがしやまとし,city,東京都,R
C828,清瀬市,きよせし,city,東京都,R
C829,東久留米市,ひがしくるめし,city,東京都,R
C830,武蔵村山市,むさしむらやまし,city,東京都,R
C831,多摩市,たまし,city,東京都,R
C832,稲城市,いなぎし,city,東京都,R
C833,羽村市,はむらし,city,東京都,R
C834,あきる野市,あきるのし,city,東京都,R
C835,西東京市,にしとうきょうし,city,東京都,SR
C836,瑞穂町,みずほまち,city,東京都,R
C837,日の出町,ひのでまち,city,東京都,R
C838,檜原村,ひのはらむら,city,東京都,R
C839,大島町,おおしままち,city,東京都,R
C840,利島村,としまむら,city,東京都,N
C841,新島村,にいじまむら,city,東京都,N
C842,神津島村,こうづしまむら,city,東京都,N
C843,三宅村,みやけむら,city,東京都,N
C844,御蔵島村,みくらじまむら,city,東京都,N
C845,八丈町,はちじょうまち,city,東京都,R
C846,小笠原村,おがさわらむら,city,東京都,R
C847,相模原市,さがみはらし,city,神奈川県,SR
C848,平塚市,ひらつかし,city,神奈川県,R
C849,藤沢市,ふじさわし,city,神奈川県,R
C850,茅ヶ崎市,ちがさきし,city,神奈川県,R
C851,逗子市,ずしし,city,神奈川県,R
C852,三浦市,みうらし,city,神奈川県,R
C853,秦野市,はだのし,city,神奈川県,R
C854,厚木市,あつぎし,city,神奈川県,R
C855,大和市,やまとし,city,神奈川県,N
C856,伊勢原市,いせはらし,city,神奈川県,R
C857,海老名市,えびなし,city,神奈川県,R
C858,座間市,ざまし,city,神奈川県,R
C859,南足柄市,みなみあしがらし,city,神奈川県,N
C860,綾瀬市,あやせし,city,神奈川県,R
C861,葉山町,はやままち,city,神奈川県,R
C862,寒川町,さむかわまち,city,神奈川県,R
C863,大磯町,おおいそまち,city,神奈川県,N
C864,二宮町,にのみやまち,city,神奈川県,N
C865,中井町,なかいまち,city,神奈川県,N
C866,大井町,おおいまち,city,神奈川県,N
C867,松田町,まつだまち,city,神奈川県,N
C868,山北町,やまきたまち,city,神奈川県,N
C869,開成町,かいせいまち,city,神奈川県,N
C870,真鶴町,まなづるまち,city,神奈川県,R
C871,愛川町,あいかわまち,city,神奈川県,N
C872,清川村,きよかわむら,city,神奈川県,N
C873,三条市,さんじょうし,city,新潟県,R
C874,柏崎市,かしわざきし,city,新潟県,R
C875,新発田市,しばたし,city,新潟県,R
C876,小千谷市,おぢやし,city,新潟県,N
C877,加茂市,かもし,city,新潟県,N
C878,十日町市,とおかまちし,city,新潟県,R
C879,見附市,みつけし,city,新潟県,N
C880,村上市,むらかみし,city,新潟県,R
C881,燕市,つばめし,city,新潟県,R
C882,糸魚川市,いといがわし,city,新潟県,N
C883,妙高市,みょうこうし,city,新潟県,R
C884,五泉市,ごせんし,city,新潟県,N
C885,上越市,じょうえつし,city,新潟県,SR
C886,阿賀野市,あがのし,city,新潟県,R
C887,魚沼市,うおぬまし,city,新潟県,R
C888,南魚沼市,みなみうおぬまし,city,新潟県,R
C889,胎内市,たいないし,city,新潟県,R
C890,聖籠町,せいろうまち,city,新潟県,N
C891,弥彦村,やひこむら,city,新潟県,N
C892,田上町,たがみまち,city,新潟県,N
C893,阿賀町,あがまち,city,新潟県,N
C894,出雲崎町,いずもざきまち,city,新潟県,N
C895,津南町,つなんまち,city,新潟県,N
C896,刈羽村,かりわむら,city,新潟県,N
C897,関川村,せきかわむら,city,新潟県,N
C898,粟島浦村,あわしまうらむら,city,新潟県,N
C899,魚津市,うおづし,city,富山県,N
C900,滑川市,なめりかわし,city,富山県,N
C901,黒部市,くろべし,city,富山県,R
C902,砺波市,となみし,city,富山県,R
C903,小矢部市,おやべし,city,富山県,N
C904,南砺市,なんとし,city,富山県,R
C905,射水市,いみずし,city,富山県,R
C906,舟橋村,ふなはしむら,city,富山県,R
C907,上市町,かみいちまち,city,富山県,N
C908,入善町,にゅうぜんまち,city,富山県,N
C909,朝日町,あさひまち,city,富山県,N
C910,小松市,こまつし,city,石川県,R
C911,珠洲市,すずし,city,石川県,R
C912,羽咋市,はくいし,city,石川県,R
C913,かほく市,かほくし,city,石川県,N
C914,白山市,はくさんし,city,石川県,R
C915,能美市,のみし,city,石川県,N
C916,野々市市,ののいちし,city,石川県,N
C917,川北町,かわきたまち,city,石川県,N
C918,津幡町,つばたまち,city,石川県,R
C919,内灘町,うちなだまち,city,石川県,N
C920,志賀町,しかまち,city,石川県,N
C921,宝達志水町,ほうだつしみずちょう,city,石川県,N
C922,中能登町,なかのとまち,city,石川県,N
C923,穴水町,あなみずまち,city,石川県,N
C924,能登町,のとちょう,city,石川県,N
C925,小浜市,おばまし,city,福井県,R
C926,大野市,おおのし,city,福井県,N
C927,あわら市,あわらし,city,福井県,N
C928,越前市,えちぜんし,city,福井県,R
C929,坂井市,さかいし,city,福井県,N
C930,永平寺町,えいへいじちょう,city,福井県,R
C931,池田町,いけだちょう,city,福井県,N
C932,南越前町,みなみえちぜんちょう,city,福井県,N
C933,越前町,えちぜんちょう,city,福井県,N
C934,美浜町,みはまちょう,city,福井県,N
C935,高浜町,たかはまちょう,city,福井県,N
C936,おおい町,おおいちょう,city,福井県,N
C937,若狭町,わかさちょう,city,福井県,N
C938,都留市,つるし,city,山梨県,N
C939,山梨市,やまなしし,city,山梨県,N
C940,大月市,おおつきし,city,山梨県,N
C941,韮崎市,にらさきし,city,山梨県,N
C942,南アルプス市,みなみあるぷすし,city,山梨県,R
C943,北杜市,ほくとし,city,山梨県,R
C944,甲斐市,かいし,city,山梨県,N
C945,笛吹市,ふえふきし,city,山梨県,R
C946,上野原市,うえのはらし,city,山梨県,N
C947,甲州市,こうしゅうし,city,山梨県,N
C948,中央市,ちゅうおうし,city,山梨県,N
C949,市川三郷町,いちかわみさとちょう,city,山梨県,N
C950,早川町,はやかわちょう,city,山梨県,N
C951,身延町,みのぶちょう,city,山梨県,N
C952,南部町,なんぶちょう,city,山梨県,N
C953,富士川町,ふじかわちょう,city,山梨県,N
C954,昭和町,しょうわちょう,city,山梨県,N
C955,道志村,どうしむら,city,山梨県,N
C956,西桂町,にしかつらちょう,city,山梨県,N
C957,忍野村,おしのむら,city,山梨県,N
C958,山中湖村,やまなかこむら,city,山梨県,N
C959,鳴沢村,なるさわむら,city,山梨県,N
C960,小菅村,こすげむら,city,山梨県,N
C961,丹波山村,たばやまむら,city,山梨県,R
C962,上田市,うえだし,city,長野県,R
C963,岡谷市,おかやし,city,長野県,N
C964,飯田市,いいだし,city,長野県,R
C965,須坂市,すざかし,city,長野県,R
C966,小諸市,こもろし,city,長野県,R
C967,伊那市,いなし,city,長野県,R
C968,駒ヶ根市,こまがねし,city,長野県,N
C969,中野市,なかのし,city,長野県,N
C970,大町市,おおまちし,city,長野県,R
C971,飯山市,いいやまし,city,長野県,N
C972,茅野市,ちのし,city,長野県,R
C973,塩尻市,しおじりし,city,長野県,R
C974,佐久市,さくし,city,長野県,R
C975,千曲市,ちくまし,city,長野県,R
C976,東御市,とうみし,city,長野県,N
C977,安曇野市,あづみのし,city,長野県,R
C978,小海町,こうみまち,city,長野県,N
C979,川上村,かわかみむら,city,長野県,N
C980,南牧村,みなみまきむら,city,長野県,N
C981,南相木村,みなみあいきむら,city,長野県,N
C982,北相木村,きたあいきむら,city,長野県,N
C983,佐久穂町,さくほまち,city,長野県,N
C984,御代田町,みよたまち,city,長野県,N
C985,立科町,たてしなまち,city,長野県,N
C986,青木村,あおきむら,city,長野県,N
C987,長和町,ながわまち,city,長野県,N
C988,下諏訪町,しもすわまち,city,長野県,N
C989,富士見町,ふじみまち,city,長野県,N
C990,原村,はらむら,city,長野県,N
C991,辰野町,たつのまち,city,長野県,N
C992,箕輪町,みのわまち,city,長野県,N
C993,飯島町,いいじままち,city,長野県,N
C994,南箕輪村,みなみみのわむら,city,長野県,N
C995,中川村,なかがわむら,city,長野県,N
C996,宮田村,みやだむら,city,長野県,N
C997,松川町,まつかわまち,city,長野県,N
C998,高森町,たかもりまち,city,長野県,N
C999,阿南町,あなんちょう,city,長野県,N
C1000,阿智村,あちむら,city,長野県,N
C1001,平谷村,ひらやむら,city,長野県,N
C1002,根羽村,ねばむら,city,長野県,N
C1003,下條村,しもじょうむら,city,長野県,N
C1004,売木村,うるぎむら,city,長野県,N
C1005,天龍村,てんりゅうむら,city,長野県,N
C1006,泰阜村,やすおかむら,city,長野県,N
C1007,喬木村,たかぎむら,city,長野県,N
C1008,豊丘村,とよおかむら,city,長野県,N
C1009,大鹿村,おおしかむら,city,長野県,N
C1010,上松町,あげまつまち,city,長野県,N
C1011,南木曽町,なぎそまち,city,長野県,N
C1012,木祖村,きそむら,city,長野県,N
C1013,王滝村,おうたきむら,city,長野県,N
C1014,大桑村,おおくわむら,city,長野県,N
C1015,木曽町,きそまち,city,長野県,N
C1016,麻績村,おみむら,city,長野県,N
C1017,生坂村,いくさかむら,city,長野県,N
C1018,山形村,やまがたむら,city,長野県,N
C1019,朝日村,あさひむら,city,長野県,N
C1020,筑北村,ちくほくむら,city,長野県,N
C1021,池田町,いけだまち,city,長野県,N
C1022,松川村,まつかわむら,city,長野県,N
C1023,小谷村,おたりむら,city,長野県,N
C1024,坂城町,さかきまち,city,長野県,N
C1025,小布施町,おぶせまち,city,長野県,R
C1026,高山村,たかやまむら,city,長野県,N
C1027,木島平村,きじまだいらむら,city,長野県,N
C1028,野沢温泉村,のざわおんせんむら,city,長野県,N
C1029,信濃町,しなのまち,city,長野県,N
C1030,小川村,おがわむら,city,長野県,N
C1031,飯綱町,いいづなまち,city,長野県,N
C1032,栄村,さかえむら,city,長野県,N
C1033,大垣市,おおがきし,city,岐阜県,R
C1034,多治見市,たじみし,city,岐阜県,R
C1035,関市,せきし,city,岐阜県,R
C1036,中津川市,なかつがわし,city,岐阜県,R
C1037,美濃市,みのし,city,岐阜県,N
C1038,瑞浪市,みずなみし,city,岐阜県,N
C1039,羽島市,はしまし,city,岐阜県,N
C1040,恵那市,えなし,city,岐阜県,N
C1041,美濃加茂市,みのかもし,city,岐阜県,N
C1042,土岐市,ときし,city,岐阜県,N
C1043,可児市,かにし,city,岐阜県,R
C1044,山県市,やまがたし,city,岐阜県,N
C1045,瑞穂市,みずほし,city,岐阜県,N
C1046,飛騨市,ひだし,city,岐阜県,R
C1047,本巣市,もとすし,city,岐阜県,N
C1048,郡上市,ぐじょうし,city,岐阜県,R
C1049,海津市,かいづし,city,岐阜県,R
C1050,岐南町,ぎなんちょう,city,岐阜県,N
C1051,笠松町,かさまつちょう,city,岐阜県,N
C1052,養老町,ようろうちょう,city,岐阜県,N
C1053,垂井町,たるいちょう,city,岐阜県,N
C1054,関ケ原町,せきがはらちょう,city,岐阜県,R
C1055,神戸町,ごうどちょう,city,岐阜県,N
C1056,輪之内町,わのうちちょう,city,岐阜県,N
C1057,安八町,あんぱちちょう,city,岐阜県,N
C1058,揖斐川町,いびがわちょう,city,岐阜県,N
C1059,大野町,おおのちょう,city,岐阜県,N
C1060,池田町,いけだちょう,city,岐阜県,N
C1061,北方町,きたがたちょう,city,岐阜県,N
C1062,坂祝町,さかほぎちょう,city,岐阜県,N
C1063,富加町,とみかちょう,city,岐阜県,N
C1064,川辺町,かわべちょう,city,岐阜県,N
C1065,七宗町,ひちそうちょう,city,岐阜県,N
C1066,八百津町,やおつちょう,city,岐阜県,N
C1067,白川町,しらかわちょう,city,岐阜県,N
C1068,東白川村,ひがししらかわむら,city,岐阜県,N
C1069,御嵩町,みたけちょう,city,岐阜県,N
C1070,沼津市,ぬまづし,city,静岡県,R
C1071,三島市,みしまし,city,静岡県,R
C1072,島田市,しまだし,city,静岡県,R
C1073,富士市,ふじし,city,静岡県,R
C1074,磐田市,いわたし,city,静岡県,N
C1075,焼津市,やいづし,city,静岡県,R
C1076,掛川市,かけがわし,city,静岡県,R
C1077,藤枝市,ふじえだし,city,静岡県,R
C1078,御殿場市,ごてんばし,city,静岡県,R
C1079,袋井市,ふくろいし,city,静岡県,N
C1080,裾野市,すそのし,city,静岡県,R
C1081,湖西市,こさいし,city,静岡県,N
C1082,伊豆市,いずし,city,静岡県,R
C1083,御前崎市,おまえざきし,city,静岡県,N
C1084,菊川市,きくがわし,city,静岡県,N
C1085,伊豆の国市,いずのくにし,city,静岡県,R
C1086,牧之原市,まきのはらし,city,静岡県,R
C1087,東伊豆町,ひがしいずちょう,city,静岡県,N
C1088,河津町,かわづちょう,city,静岡県,N
C1089,南伊豆町,みなみいずちょう,city,静岡県,N
C1090,松崎町,まつざきちょう,city,静岡県,N
C1091,西伊豆町,にしいずちょう,city,静岡県,N
C1092,函南町,かんなみちょう,city,静岡県,R
C1093,清水町,しみずちょう,city,静岡県,N
